"","resRA","rrr","Vmag","SAO"
"1411",4.47625,15.96222222,3.84,93955
"1412",4.477694444,15.87083333,3.4,93957
"1413",4.467666667,1.858611111,6.15,111840
"1414",4.480611111,13.0475,5.03,93960
"1415",4.475583333,1.380833333,5.55,111845
"1416",4.418138889,-61.23833333,5.94,249016
"1417",4.533833333,53.91083333,5.77,24672
"1418",4.451666667,-46.9475,6.1,216809
"1419",4.510638889,32.45805556,6.21,57269
"1420",4.49525,10.52166667,6.79,93968
"1421",4.4775,-19.45833333,5.96,149668
"1422",4.502388889,15.63805556,5.58,93970
"1423",4.48525,-13.04833333,5.6,149674
"1424",4.523333333,40.01027778,6.26,57278
"1425",4.500666667,10.2625,6.48,93971
"1426",4.29975,-80.21388889,5.69,258372
"1427",4.509361111,16.19388889,4.78,93975
"1428",4.510805556,15.69194444,5.48,93978
"1429",4.469277778,-41.96,6.44,216821
"1430",4.510361111,13.72444444,5.4,93979
"1431",4.502694444,-13.59222222,6.24,149682
"1432",4.531055556,15.85166667,6.02,93993
"1433",4.488888889,-46.51527778,6.16,216832
"1434",4.556916667,43.06388889,6.09,39604
"1435",4.46275,-62.52083333,5.75,249029
"1436",4.534666667,5.41,6.39,111879
"1437",4.531305556,-0.043888889,4.91,131270
"1438",4.523861111,-13.645,6.21,149702
"1439",4.511194444,-35.65361111,5.96,195085
"1440",4.606722222,64.26166667,5.94,13196
"1441",4.543722222,-3.209166667,5.81,131279
"1442",4.559138889,18.01666667,6.25,94002
"1443",4.513916667,-44.95388889,5.07,216850
"1444",4.564138889,14.84444444,4.65,94007
"1445",4.577222222,28.96111111,5.88,76654
"1446",4.563361111,9.413055556,6.01,111890
"1447",4.556111111,-10.78583333,6.06,149725
"1448",4.568972222,5.568611111,5.68,111896
"1449",4.565222222,-6.738888889,5.72,131309
"1450",4.570611111,-6.837777778,6.09,131317
"1451",4.569888889,-8.231388889,5.11,131315
"1452",4.569916667,-8.970277778,5.26,131316
"1453",4.5585,-29.76666667,4.51,169570
"1454",4.6115,41.26472222,4.25,39639
"1455",4.595194444,19.88166667,6.36,94022
"1456",4.349416667,-81.58,5.79,258378
"1457",4.598666667,16.50916667,0.85,94027
"1458",4.59425,10.16083333,4.25,94026
"1459",4.608111111,23.34083333,6.02,76670
"1460",4.587222222,-9.736666667,6.37,131335
"1461",4.583472222,-19.92055556,6.13,169584
"1462",4.600444444,-3.611944444,6.33,131344
"1463",4.605305556,-3.3525,3.93,131346
"1464",4.5925,-30.56222222,3.82,195148
"1465",4.566611111,-55.045,3.27,233564
"1466",4.666138889,53.47305556,5.35,24744
"1467",4.665194444,53.07972222,5.05,24743
"1468",4.76675,76.61111111,6.49,5289
"1469",4.620472222,0.998333333,5.31,111928
"1470",4.641555556,26.94,6.47,76682
"1471",4.637722222,20.68472222,5.92,76680
"1472",4.635944444,16.03333333,5.79,94043
"1473",4.635972222,12.51083333,4.27,94044
"1474",4.626694444,-2.473333333,5.23,131358
"1475",4.559444444,-62.82361111,5.79,249054
"1476",4.614138889,-30.71666667,6.3,195163
"1477",4.656416667,25.21833333,6.22,76689
"1478",4.652555556,15.79972222,5.07,94051
"1479",4.654583333,15.91805556,4.69,94054
"1480",4.651722222,7.870833333,5.39,111954
"1481",4.636333333,-14.30388889,3.87,149781
"1482",4.690027778,48.30083333,5.67,39688
"1483",4.648222222,-12.12305556,5.01,149789
"1484",4.667611111,12.19777778,5.46,94063
"1485",4.380805556,-82.89916667,6.76,258379
"1486",4.721694444,59.52083333,6.5,24777
"1487",4.655472222,-14.35916667,5.45,149797
"1488",4.663111111,-1.052777778,6.1,131392
"1489",4.697305556,38.28027778,5.99,57377
"1490",4.688833333,28.615,5.78,76707
"1491",4.813972222,75.94111111,6.06,5309
"1492",4.612666667,-62.0775,5.4,249066
"1493",4.722666667,49.97388889,5.87,39702
"1494",4.715083333,43.365,5.29,39699
"1495",4.668555556,-24.4825,5.58,169650
"1496",4.674027778,-19.67166667,4.32,149818
"1497",4.704083333,22.95694444,4.28,76721
"1498",4.651194444,-51.67277778,6.44,233605
"1499",4.7205,24.08888889,6.13,76727
"1500",4.736916667,40.78694444,6.08,39715
"1501",4.730083333,32.86527778,6.45,57393
"1502",4.676027778,-41.86388889,4.45,216926
"1503",4.700972222,-37.14444444,5.05,195239
"1504",4.67175,-58.94361111,6.53,233622
"1505",4.726277778,-8.793611111,6.82,131442
"1506",4.726416667,-8.796111111,6.7,131443
"1507",4.7405,11.14611111,5.4,94095
"1508",4.734805556,-8.503611111,5.9,131451
"1509",4.71925,-30.76555556,5.68,195250
"1510",4.843444444,70.94166667,6.37,5326
"1511",4.800083333,56.75722222,5.3,24829
"1512",4.761805556,23.62805556,6.35,76737
"1513",4.735555556,-18.66666667,5.53,149856
"1514",4.779,40.31277778,5.97,39746
"1515",4.801944444,55.6025,6.26,24834
"1516",4.712888889,-50.48138889,5.31,233638
"1517",4.771333333,18.735,6.01,94112
"1518",4.728944444,-41.06472222,6.25,216961
"1519",4.767138889,11.70555556,5.37,94111
"1520",4.758361111,-3.254722222,4.02,131468
"1521",4.751166667,-21.28361111,5.72,169727
"1522",4.773361111,-2.954444444,6.33,131481
"1523",5.00575,81.19388889,5.07,783
"1524",4.763777778,-34.005,6.86,195275
"1525",4.773833333,-28.0875,6.19,169752
"1526",4.765388889,-39.35666667,6.05,195278
"1527",4.868111111,63.50527778,5.44,13291
"1528",4.821944444,32.58833333,5.86,57444
"1529",4.820222222,31.43722222,5.58,57441
"1530",4.739194444,-59.73277778,5.27,233664
"1531",4.639361111,-77.65611111,6.05,256116
"1532",4.793416667,-16.93444444,5.51,149888
"1533",4.831833333,37.48833333,4.88,57447
"1534",4.812388889,3.588333333,6.03,112098
"1535",4.852583333,48.74083333,5.66,39799
"1536",4.810083333,-5.673888889,5.78,131504
"1537",4.828916667,15.90416667,6.08,94151
"1538",4.809027778,-16.32944444,5.77,149901
"1539",4.797111111,-30.02027778,6.37,195300
"1540",4.749416667,-63.22972222,6.46,249095
"1541",4.71775,-70.93111111,5.54,256122
"1542",4.900833333,66.34277778,4.29,13298
"1543",4.830666667,6.961388889,3.19,112106
"1544",4.843527778,8.900277778,4.36,112124
"1545",4.828388889,-13.76972222,6.26,149916
"1546",4.886055556,52.84083333,6.41,24894
"1547",4.85625,18.83972222,5.1,94164
"1548",4.809388889,-43.98,6.72,217004
"1549",4.836555556,-16.21722222,5.03,149924
"1550",4.879944444,42.58666667,5.71,39826
"1551",4.877222222,36.70305556,4.78,57475
"1552",4.853444444,5.605,3.69,112142
"1553",4.862055556,9.975,6.11,112150
"1554",4.87975,27.8975,5.97,76802
"1555",4.917527778,55.25916667,5.52,24904
"1556",4.875555556,14.25055556,4.74,94176
"1557",4.837833333,-41.32083333,6.07,217032
"1558",4.91425,44.06083333,6.08,39851
"1559",4.857833333,-34.90638889,5.86,195357
"1560",4.881583333,-5.452777778,4.39,131568
"1561",4.935305556,52.86944444,5.75,24919
"1562",4.889666667,2.508055556,5.33,112179
"1563",4.848666667,-53.46138889,5.61,233709
"1564",4.848972222,-53.45972222,6.42,233710
"1565",4.898833333,1.569444444,6.61,112191
"1566",4.916194444,19.48527778,6.37,94199
"1567",4.904194444,2.440555556,3.72,112197
"1568",4.954777778,53.75222222,4.47,24929
"1569",4.913027778,11.42611111,5.19,94197
"1570",4.914944444,10.15083333,4.65,94201
"1571",4.913277778,7.779166667,5.33,112203
"1572",5.038916667,74.26916667,6.06,5385
"1573",4.938861111,36.16888889,6.07,57511
"1574",4.914083333,0.4675,5.99,112206
"1575",4.937666667,24.59222222,6.37,76848
"1576",4.930638889,15.04,5.81,94212
"1577",4.949888889,33.16611111,2.69,57522
"1578",4.932888889,5.399166667,6.5,112220
"1579",4.918555556,-16.74055556,5.7,149985
"1580",4.939527778,13.51444444,4.07,94218
"1581",4.921833333,-16.41777778,5.72,149988
"1582",4.940055556,-5.171388889,5.51,131614
"1583",4.925055556,-25.72777778,6.72,169889
"1584",4.915222222,-39.62861111,6.1,195400
"1585",4.956194444,17.15361111,5.48,94227
"1586",4.963527778,23.94861111,5.79,76858
"1587",5.070277778,73.76388889,6.66,5403
"1588",4.996194444,53.15555556,6.08,24943
"1589",5.077722222,74.06694444,5.96,5407
"1590",4.969277778,25.05027778,5.81,76862
"1591",4.954777778,-1.067222222,6.23,131625
"1592",4.987611111,37.89027778,4.94,57548
"1593",5.026638889,61.07805556,6.03,13341
"1594",5.047333333,66.82277778,6.19,13344
"1595",4.962444444,-14.23138889,6.15,150029
"1596",4.969666667,-2.2125,6.35,131640
"1597",4.914722222,-58.54722222,6.12,233733
"1598",4.891805556,-66.67555556,6.41,249138
"1599",5.005083333,39.39472222,5.95,57559
"1600",4.983166667,14.54277778,6.09,94240
"1601",4.975805556,1.714166667,4.47,112281
"1602",5.006444444,39.655,6.58,57560
"1603",5.056972222,60.44222222,4.03,13351
"1604",4.983694444,-16.37583333,5.66,150052
"1605",5.032805556,43.82333333,2.99,39955
"1606",4.884861111,-72.4075,6.28,256139
"1607",4.993472222,-14.80583333,7.71,150058
"1608",4.997333333,-10.26333333,5.38,150060
"1609",5.009055556,3.615277778,7.03,112304
"1610",5.009416667,3.616111111,6.66,112305
"1611",4.998833333,-12.5375,4.79,150064
"1612",5.041305556,41.07583333,3.75,39966
"1613",5.011055556,-2.065555556,6.32,131684
"1614",5.013611111,-5.753333333,6.22,131688
"1615",5.055166667,41.44166667,6.14,39979
"1616",5.53,85.93861111,6.51,843
"1617",5.023972222,-7.173888889,4.81,131700
"1618",5.030638889,0.722222222,5.92,112334
"1619",5.033333333,1.608888889,6.24,112340
"1620",5.051583333,21.59,4.64,76920
"1621",5.023777778,-20.05194444,4.91,169981
"1622",5.102361111,58.9725,5.08,25001
"1623",5.103388889,59.02111111,6.08,25003
"1624",5.10825,61.17,6.04,13369
"1625",5.045972222,-4.209722222,5.85,131715
"1626",5.070694444,30.49472222,6.14,57610
"1627",5.076916667,32.32027778,6.62,57614
"1628",5.036055556,-26.275,5.02,169997
"1629",4.919777778,-74.93694444,5.47,256145
"1630",5.106111111,54.40583333,7.24,25007
"1631",5.02625,-39.71805556,6.03,195501
"1632",5.077194444,27.69611111,6.6,76941
"1633",5.072666667,21.27805556,6.19,76939
"1634",5.045805556,-22.795,5.75,170010
"1635",5.039666667,-31.77138889,5.94,195509
"1636",5.160194444,69.63944444,6.41,13382
"1637",5.111277778,51.59777778,5,25019
"1638",5.076138889,15.40416667,4.68,94290
"1639",5.10025,35.93638889,6.52,57629
"1640",5.064444444,-14.36944444,6.41,150109
"1641",5.108583333,41.23444444,3.17,40026
"1642",5.09225,19.80638889,6.44,94306
"1643",5.206222222,73.94666667,5.43,5455
"1644",5.113777778,43.17472222,6.2,40029
"1645",5.064805556,-24.38777778,5.61,170029
"1646",5.081805556,-3.039722222,6.05,131742
"1647",5.162361111,64.91944444,6.41,13388
"1648",5.089916667,1.1775,6.17,112406
"1649",5.046833333,-49.15138889,5.38,217140
"1650",5.243222222,76.47277778,6.37,5464
"1651",5.065,-41.745,6.31,217153
"1652",5.073444444,-35.48333333,4.55,195532
"1653",5.073916667,-35.70527778,6.34,195534
"1654",5.091027778,-22.37111111,3.19,170051
"1655",5.087833333,-26.1525,5.73,170050
"1656",5.124166667,18.645,5,94332
"1657",5.112694444,-4.655,5.12,131777
"1658",5.130111111,20.41833333,5.3,76971
"1659",5.135166667,24.26527778,5.5,76974
"1660",5.132083333,21.70472222,5.89,76972
"1661",5.110194444,-13.12194444,6.05,150149
"1662",5.127305556,9.471944444,6.17,112436
"1663",5.082777778,-49.57777778,5.03,217164
"1664",5.131361111,8.498333333,5.34,112440
"1665",5.123611111,-12.49055556,5.97,150159
"1666",5.130833333,-5.086388889,2.79,131794
"1667",5.0835,-54.4075,6.27,233814
"1668",5.178583333,46.96222222,5.68,40077
"1669",5.171916667,37.30194444,6.02,57704
"1670",5.162527778,28.03055556,6.01,76990
"1671",5.138944444,-8.665,5.78,131806
"1672",5.155444444,9.829444444,5.43,112467
"1673",5.145444444,-4.456111111,5.12,131813
"1674",5.091833333,-57.47277778,4.72,233822
"1675",5.217555556,61.85,6.17,13409
"1676",5.161666667,15.59722222,4.82,94359
"1677",5.045277778,-71.31444444,5.31,256154
"1678",5.225361111,62.69138889,6.5,13413
"1679",5.152444444,-8.754166667,4.27,131824
"1680",5.137444444,-35.71833333,6.52,195581
"1681",5.167555556,-0.565277778,6.1,131834
"1682",5.003666667,-78.30027778,6.29,256153
"1683",5.303694444,73.26805556,5.74,5483
"1684",5.194888889,16.04555556,5.18,94377
"1685",5.182777778,-2.253888889,6.25,131847
"1686",5.375972222,79.23111111,5.05,5496
"1687",5.188666667,-2.490833333,5.9,131852
"1688",5.253138889,59.40555556,6.15,25088
"1689",5.223805556,38.48444444,4.86,57755
"1690",5.194833333,0.514722222,6.67,112505
"1691",5.195916667,1.036944444,5.89,112509
"1692",5.245638889,53.21388889,6.2,25087
"1693",5.189666667,-11.84916667,5.68,150206
"1694",5.179027778,-25.90944444,6.41,170151
"1695",5.126111111,-63.39972222,5.2,249198
"1696",5.204972222,-11.86916667,4.45,150223
"1697",5.213388889,-6.057222222,5.91,131873
"1698",5.221527778,2.861111111,4.46,112528
"1699",5.193305556,-37.39527778,6.57,195639
"1700",5.102583333,-73.03777778,6.27,256160
"1701",5.225444444,1.968055556,6.09,112535
"1702",5.215527778,-16.20555556,3.31,150237
"1703",5.229777778,0.560277778,6.32,112543
"1704",5.225916667,-8.147777778,6.37,131887
"1705",5.220527778,-12.94138889,4.36,150239
"1706",5.256777778,32.68777778,5.02,57799
"1707",5.288277778,53.58611111,6.5,25112
"1708",5.278166667,45.99805556,0.08,40186
"1709",5.245583333,5.156111111,5.5,112556
"1710",5.233305556,-14.60666667,6.21,150255
"1711",5.257694444,22.28472222,6.27,77057
"1712",5.271722222,34.31194444,5.96,57816
"1713",5.242305556,-8.201666667,0.12,131907
"1714",5.730194444,85.66805556,6.6,873
"1715",5.229583333,-35.82555556,6.98,195669
"1716",4.980805556,-82.47055556,5.85,258395
"1717",5.255111111,-1.409166667,6.15,131917
"1718",5.267805556,11.34138889,5.56,94426
"1719",5.324388889,58.11722222,6.13,25125
"1720",5.339611111,62.65361111,5.61,13460
"1721",5.241333333,-35.97722222,5.76,195683
"1722",5.304416667,42.79222222,5.48,40214
"1723",5.25675,-26.94333333,5.07,170238
"1724",5.278083333,1.947222222,6.42,112588
"1725",5.311222222,40.465,6.18,40224
"1726",5.302972222,33.37166667,4.54,57853
"1727",5.231472222,-52.03111111,6.05,233886
"1728",5.30525,33.76722222,6.14,57858
"1729",5.319027778,40.09916667,4.71,40233
"1730",5.263055556,-34.92666667,6.66,195694
"1731",5.280027778,-17.14166667,6.56,150295
"1732",5.316666667,33.74833333,5.41,57884
"1733",5.333972222,44.42555556,6.62,40242
"1734",5.323222222,33.98555556,6.49,57893
"1735",5.293444444,-6.844444444,3.6,131952
"1736",5.34425,46.96388889,6.54,40251
"1737",5.2945,-13.51972222,5.5,150304
"1738",5.337444444,41.08611111,5.52,40248
"1739",5.321277778,22.09638889,4.94,77097
"1740",5.333583333,33.95805556,5.03,57906
"1741",5.32075,20.13472222,6.08,77098
"1742",5.260805556,-52.18194444,6.49,233895
"1743",5.291416667,-34.89527778,4.83,195721
"1744",5.229277778,-67.18527778,4.83,249225
"1745",5.490472222,77.9775,6.56,5535
"1746",5.319777778,2.595833333,5.34,112624
"1747",5.314,-18.13,5.96,150326
"1748",5.326444444,-1.412222222,6.34,131983
"1749",5.363444444,41.80444444,5.23,40269
"1750",5.349805556,27.95722222,6.33,77121
"1751",5.391055556,57.54444444,5.28,25161
"1752",5.353527778,29.57,5.76,77124
"1753",5.321527778,-18.52,6.36,150335
"1754",5.32175,-18.50972222,6.54,150336
"1755",5.349055556,19.81416667,6.18,94478
"1756",5.32625,-13.17666667,4.29,150340
"1757",5.333083333,-12.31555556,5.3,150345
"1758",5.32325,-27.36888889,5.99,170311
"1759",5.340666667,-5.366666667,6.39,132004
"1760",5.380638889,41.02944444,5.54,40290
"1761",5.355361111,4.011944444,6.57,112660
"1762",5.340805556,-21.23944444,4.71,170327
"1763",5.362111111,8.428611111,5.8,112667
"1764",5.358833333,-0.416388889,5.68,132024
"1765",5.362694444,-0.3825,4.73,132028
"1766",5.339055556,-34.69888889,6.34,195763
"1767",5.322805556,-50.60611111,5.45,233926
"1768",5.389694444,28.93666667,6.46,77139
"1769",5.364166667,-13.75611111,6.56,150375
"1770",5.380555556,3.544444444,5,112697
"1771",5.362833333,-24.77305556,5.06,170351
"1772",5.354694444,-34.34527778,6.09,195770
"1773",5.410888889,37.38555556,4.99,57981
"1774",5.393805556,16.69944444,6.08,94514
"1775",5.410638889,31.22388889,6.28,57987
"1776",5.410694444,31.14305556,5.94,57988
"1777",5.391972222,5.3225,6.35,112708
"1778",5.388472222,-8.415833333,5.9,132053
"1779",5.420277778,34.85527778,6.55,57999
"1780",5.407055556,17.38333333,4.99,94526
"1781",5.395083333,-0.159722222,5.7,132057
"1782",5.397611111,-0.867222222,6.11,132060
"1783",5.391722222,-13.92722222,5.25,150396
"1784",5.399111111,-7.808055556,4.14,132067
"1785",5.386666667,-26.70583333,6.49,170375
"1786",5.410055556,2.352777778,6.32,112729
"1787",5.408027778,-0.891388889,5.08,132070
"1788",5.407944444,-2.396944444,3.36,132071
"1789",5.412444444,1.846388889,4.95,112734
"1790",5.418861111,6.349722222,1.64,112740
"1791",5.438194444,28.6075,1.65,77168
"1792",5.407888889,-16.97611111,5.65,150416
"1793",5.39,-39.67861111,5.71,195807
"1794",5.448416667,35.45722222,6.15,58029
"1795",5.446916667,34.39166667,5.94,58028
"1796",5.447583333,33.26277778,6.15,58030
"1797",5.394166667,-37.33666667,6.82,195809
"1798",5.434916667,16.70027778,6.25,94543
"1799",5.417111111,-10.32916667,5.61,150420
"1800",5.425333333,-0.544166667,6.57,132086
"1801",5.372805556,-56.13444444,6.11,233952
"1802",5.502833333,63.06722222,5.42,13518
"1803",5.429722222,0.520833333,6.16,112752
"1804",5.452305556,30.20861111,5.74,58040
"1805",5.460805556,34.47583333,5.07,58051
"1806",5.434,-5.518333333,6.23,132100
"1807",5.444111111,6.869166667,6.42,112767
"1808",5.452805556,17.96222222,5.42,94554
"1809",5.453833333,15.25777778,6.16,94556
"1810",5.460583333,21.93694444,4.88,77184
"1811",5.447277778,3.095555556,4.59,112775
"1812",5.433277778,-19.69555556,5.89,150442
"1813",5.415444444,-44.22583333,6.08,217325
"1814",5.462666667,15.87416667,5.5,94566
"1815",5.207138889,-81.54166667,6.51,258405
"1816",5.467111111,17.23888889,5.77,94573
"1817",5.451333333,-11.90083333,6.35,150461
"1818",5.412833333,-52.31638889,6.27,233965
"1819",5.476333333,13.67888889,6.35,94580
"1820",5.467111111,1.298333333,6.41,112794
"1821",5.487916667,25.15055556,5.47,77201
"1822",5.494611111,29.18638889,6.24,77205
"1823",5.460138889,-21.37555556,6.07,170445
"1824",5.5135,41.46194444,6,40387
"1825",5.512527778,39.82583333,6.37,58129
"1826",5.482416667,-3.3075,6.39,132157
"1827",5.451472222,-40.94361111,5.87,217340
"1828",5.542722222,57.22111111,6.48,25241
"1829",5.47075,-20.75944444,2.84,170457
"1830",5.489888889,-3.446388889,5.79,132170
"1831",5.512055556,22.4625,6.29,77220
"1832",5.50725,15.36027778,5.94,94596
"1833",5.498555556,1.789166667,5.78,112830
"1834",5.495555556,-1.092222222,4.71,132176
"1835",5.470916667,-37.23055556,5.57,195887
"1836",5.438694444,-58.9125,5.14,233981
"1837",5.5055,4.204166667,6.21,112837
"1838",5.485194444,-30.11666667,6.75,195898
"1839",5.513083333,5.948055556,4.2,112849
"1840",5.50575,-7.434722222,6.33,132192
"1841",NA,NA,NA,NA
"1842",5.520694444,3.292222222,5.46,112861
"1843",5.545472222,32.19194444,4.76,58164
"1844",5.662138889,75.04388889,6.17,5593
"1845",5.536888889,18.59444444,4.38,94628
"1846",5.557972222,42.10888889,6.55,40426
"1847",5.537277778,17.05805556,5.46,94630
"1848",5.522472222,-6.708333333,6.22,132210
"1849",5.518777778,-20.86361111,5.55,170506
"1850",5.557638889,32.80111111,6.48,58179
"1851",5.533472222,-0.284444444,6.85,132221
"1852",5.533444444,-0.299166667,2.23,132220
"1853",5.621166667,66.69611111,6.26,13548
"1854",5.560555556,34.72583333,6.27,58182
"1855",5.532166667,-7.301388889,4.62,132222
"1856",5.502638889,-47.07777778,5.46,217368
"1857",5.620861111,64.15472222,6.15,13550
"1858",5.558777778,18.54027778,5.69,94649
"1859",5.45,-68.62277778,6.03,249281
"1860",5.560777778,20.47416667,6.18,77255
"1861",5.544805556,-1.591944444,5.35,132234
"1862",5.520194444,-35.47055556,3.87,195924
"1863",5.552,-1.718333333,6.46,132247
"1864",5.565083333,14.30555556,5.64,94652
"1865",5.5455,-17.82222222,2.58,150547
"1866",5.609777778,54.42888889,5.73,25276
"1867",5.488166667,-62.31444444,6.59,249288
"1868",5.558722222,-1.156111111,5.34,132255
"1869",5.604416667,47.71527778,6.11,40466
"1870",5.526694444,-45.92527778,5.86,217382
"1871",5.566,1.407777778,6.59,112901
"1872",5.571305556,3.766944444,5.36,112904
"1873",5.56775,-1.035555556,6.22,132269
"1874",5.567777778,-1.470555556,5.93,132270
"1875",5.590861111,24.03944444,5.38,77285
"1876",5.580333333,9.489444444,4.41,112914
"1877",5.547583333,-38.51305556,5.48,195948
"1878",5.59875,27.66222222,6.27,77295
"1879",5.585638889,9.934166667,3.54,112921
"1880",5.585694444,9.935,5.61,NA
"1881",5.552055556,-35.13972222,5.78,195952
"1882",5.504416667,-63.92777778,6.19,249297
"1883",5.587055556,10.24,5.6,94671
"1884",5.614555556,40.18222222,6.09,40481
"1885",6.022277778,85.18222222,6.11,914
"1886",5.583583333,-6.009166667,5.67,132298
"1887",5.584083333,-6.001944444,4.78,132301
"1888",5.564472222,-29.84888889,6.53,170561
"1889",5.608388889,25.93944444,6.49,77310
"1890",5.589388889,-4.493333333,6.56,132317
"1891",5.589583333,-4.425277778,6.24,132319
"1892",5.589777778,-4.838333333,4.59,132320
"1893",5.58775,-5.387222222,6.73,NA
"1894",5.587805556,-5.385277778,7.96,NA
"1895",5.587916667,-5.389722222,5.13,132314
"1896",5.588138889,-5.387777778,6.7,NA
"1897",5.589694444,-5.416111111,5.08,132321
"1898",5.591972222,-4.364722222,6.38,132325
"1899",5.590555556,-5.91,2.77,132323
"1900",5.593277778,-3.252777778,6.4,132332
"1901",5.594305556,-4.855833333,5.26,132336
"1902",5.619111111,26.92416667,5.83,77322
"1903",5.603555556,-1.201944444,1.7,132346
"1904",5.629361111,33.55916667,6.33,58263
"1905",5.617722222,17.04027778,5.54,94700
"1906",5.604166667,-5.648055556,6.54,132351
"1907",5.615083333,9.290555556,4.09,112958
"1908",5.617888889,11.035,5.94,94702
"1909",5.587611111,-33.08,5.78,195986
"1910",5.627416667,21.1425,3,77336
"1911",5.609916667,-6.065,5.72,132359
"1912",5.562333333,-54.90222222,6.43,234026
"1913",5.622027778,8.951944444,6.12,112966
"1914",5.643916667,30.4925,5.4,58280
"1915",5.602861111,-28.70777778,6.26,170587
"1916",5.707333333,65.69777778,5.6,13570
"1917",5.549888889,-64.2275,5.34,249309
"1918",5.624277778,-5.938333333,6.05,132375
"1919",5.619111111,-11.77555556,6.11,150617
"1920",5.633638889,7.541388889,5.88,112979
"1921",5.649277778,26.61777778,6.37,77350
"1922",5.560416667,-62.48972222,3.76,249311
"1923",5.6315,-4.813611111,6.19,132387
"1924",5.655111111,29.21527778,5.96,77354
"1925",5.688972222,53.48111111,6.23,25319
"1926",5.62125,-27.87138889,6.16,170601
"1927",5.60075,-47.31388889,6.11,217422
"1928",5.662277778,25.89694444,5.18,77360
"1929",5.6575,21.76277778,6.34,77358
"1930",5.584,-58.87111111,6.75,234037
"1931",5.645777778,-2.6,3.81,132406
"1932",5.646416667,-2.594166667,6.65,132408
"1933",5.643833333,-6.573888889,5.96,132405
"1934",5.653083333,4.121388889,4.57,113001
"1935",5.629055556,-28.68944444,5.31,170613
"1936",5.582666667,-61.17583333,6.32,249314
"1937",5.648083333,-7.213055556,4.8,132411
"1938",5.676638889,31.35805556,6.04,58319
"1939",5.678361111,31.92083333,6.11,58322
"1940",5.658666667,-3.564722222,6,132424
"1941",5.717111111,56.58166667,6.05,25333
"1942",5.658555556,-9.706666667,6.5,132425
"1943",5.735722222,61.47666667,6.15,13590
"1944",5.654527778,-17.84944444,6.38,150652
"1945",5.689166667,29.4875,6.43,77393
"1946",5.68825,16.53388889,4.86,94759
"1947",5.645444444,-40.7075,5.82,217450
"1948",5.679305556,-1.942777778,2.05,132444
"1949",5.679333333,-1.942777778,4.21,NA
"1950",5.677027778,-2.825,6.22,132441
"1951",5.6985,23.32638889,6.59,77413
"1952",5.680722222,-1.128888889,4.95,132445
"1953",5.531361111,-76.34111111,5.19,256201
"1954",5.701083333,22.66027778,6.36,77420
"1955",5.684888889,0.337777778,5.93,113033
"1956",5.660805556,-34.07416667,2.64,196059
"1957",5.679444444,-10.40944444,6.52,150680
"1958",5.663833333,-32.62916667,5.45,196061
"1959",5.694527778,-2.896111111,6.42,132465
"1960",5.615194444,-66.56027778,6.31,249322
"1961",5.722083333,23.20416667,6.21,77450
"1962",5.694861111,-16.72555556,6.21,150703
"1963",5.707944444,1.474722222,4.91,113056
"1964",5.579083333,-73.74138889,5.78,256208
"1965",5.703972222,-17.53027778,6.15,150716
"1966",5.690833333,-33.40055556,6.34,196088
"1967",5.714944444,-6.796111111,6.02,132477
"1968",5.703861111,-22.37361111,5.87,170715
"1969",5.775111111,56.11555556,5.94,25362
"1970",5.71925,-1.613055556,6.31,132480
"1971",5.765,49.82638889,5.47,40583
"1972",5.703222222,-30.53555556,6.19,196096
"1973",5.704194444,-34.66777778,5.29,196098
"1974",5.76375,40.50722222,6.58,40584
"1975",5.722666667,-18.5575,5.73,150739
"1976",5.818027778,62.80805556,6.13,13618
"1977",5.760944444,20.695,6.95,77516
"1978",5.750527778,4.008055556,6.09,113099
"1979",5.787416667,42.52666667,6.29,40609
"1980",5.741222222,-20.12638889,6.34,170756
"1981",5.725055556,-39.40694444,6.25,196116
"1982",5.740694444,-22.42166667,6.15,170757
"1983",5.741055556,-22.44833333,3.6,170759
"1984",5.728083333,-45.83305556,6.39,217497
"1985",5.779305556,15.8225,6,94848
"1986",5.767444444,-4.268333333,6.34,132515
"1987",5.781138889,9.522222222,5.79,113124
"1988",5.776388889,1.168055556,5.95,113119
"1989",5.787,14.48833333,5.72,94855
"1990",5.790611111,17.72916667,5.49,94858
"1991",5.593416667,-78.82083333,6.05,256214
"1992",5.842777778,56.91888889,6.54,25403
"1993",5.79525,13.89972222,5.29,94864
"1994",5.882083333,68.47138889,6.2,13635
"1995",5.819583333,39.18111111,4.52,58465
"1996",5.766638889,-32.30638889,5.17,196149
"1997",5.806222222,20.86944444,6.07,77578
"1998",5.782583333,-14.82194444,3.55,150801
"1999",5.800055556,6.454166667,5.27,113150
"2000",5.785444444,-16.23777778,6.17,150806
"2001",5.79075,-10.53305556,6.03,150814
"2002",5.816944444,24.5675,4.86,77592
"2003",5.849,51.51472222,6.29,25411
"2004",5.795944444,-9.669722222,2.06,132542
"2005",5.784638889,-28.63916667,6.22,170836
"2006",5.8715,58.96416667,6.14,25419
"2007",5.809694444,-4.094722222,5.97,132554
"2008",5.774277778,-46.59722222,5.31,217521
"2009",5.7885,-35.67472222,6.32,196171
"2010",5.825805556,12.65111111,4.91,94888
"2011",5.850666667,37.30555556,4.74,58496
"2012",5.858166667,39.14861111,3.97,58502
"2013",5.849472222,27.96777778,5.56,77625
"2014",5.834055556,9.871111111,5.8,113179
