"","resRA","rrr","Vmag","SAO"
"1",0.086083333,45.22916667,6.7,36042
"2",0.084388889,-0.503055556,6.29,128569
"3",0.088916667,-5.7075,4.61,128572
"4",0.095,13.39611111,5.51,91701
"5",0.104444444,58.43666667,5.96,21085
"6",0.105277778,-49.075,5.7,214963
"7",0.107361111,64.19611111,5.59,10978
"8",0.110222222,29.02138889,6.13,73743
"9",0.113916667,-23.1075,6.18,166053
"10",0.121722222,-17.38638889,6.19,147090
"11",0.128916667,-2.548888889,6.43,128595
"12",0.129666667,-22.50888889,5.94,166066
"13",0.134305556,-33.52944444,5.68,192367
"14",0.136694444,-2.447777778,6.07,128602
"15",0.139805556,29.09055556,2.06,73765
"16",0.138166667,-8.823888889,5.99,128604
"17",0.144722222,36.62666667,6.19,53677
"18",0.142611111,-17.5775,6.06,147103
"19",0.147833333,25.46277778,6.23,73769
"20",0.155611111,79.71472222,6.01,4048
"21",0.152972222,59.14972222,2.27,21133
"22",0.150666667,18.21194444,5.53,91734
"23",0.150666667,-54.00194444,6.33,231943
"24",0.155833333,-27.98777778,5.42,166083
"25",0.156861111,-45.7475,3.88,214983
"26",0.167305556,11.14555556,5.51,91750
"27",0.172027778,46.07222222,5.03,36123
"28",0.174916667,57.16555556,6.74,21162
"29",0.171888889,-5.248611111,5.84,128621
"30",0.16725,-82.22388889,5.28,258215
"31",0.178555556,-12.58,5.85,147127
"32",0.177388889,-73.22444444,6.64,255642
"33",0.18775,-15.46805556,4.89,147133
"34",0.192888889,-27.79972222,5.41,166103
"35",0.195555556,-35.13305556,5.25,192388
"36",0.19975,48.1525,6.16,36148
"37",0.202777778,-17.93833333,5.25,147144
"38",0.214,37.69333333,6.73,53725
"39",0.220611111,15.18361111,2.83,91781
"40",0.223333333,26.98722222,6.3,73823
"41",0.225222222,41.03527778,5.72,36173
"42",0.228361111,-26.02194444,5.94,166130
"43",0.228944444,-26.28472222,6.31,166131
"44",0.233972222,33.20611111,6.25,53744
"45",0.243388889,20.20666667,4.8,91792
"46",0.241,-7.780555556,5.12,128655
"47",0.222055556,-84.99416667,5.77,258217
"48",0.244,-18.93277778,4.44,147169
"49",0.248916667,22.28416667,6.24,73838
"50",0.249666667,8.820833333,5.79,109087
"51",0.248472222,-9.569722222,5.75,128660
"52",0.251944444,31.53583333,6.45,53755
"53",0.252944444,27.28305556,6.35,73842
"54",0.2495,-34.90444444,6.17,192418
"55",0.270555556,76.95083333,6.35,4071
"56",0.272666667,43.59472222,6.15,36221
"57",0.269138889,-31.44638889,5.67,192430
"58",0.265333333,-75.91138889,6.49,255650
"59",0.276138889,8.24,6.11,109100
"60",0.282527778,61.53333333,5.74,11084
"61",0.278472222,-20.21055556,6.47,166167
"62",0.285861111,47.9475,5.89,36236
"63",0.284861111,38.68166667,4.61,53777
"64",0.280277778,-78.78055556,6.77,255652
"65",0.295277778,51.43305556,6.14,21273
"66",0.292388889,-19.05111111,6.45,147205
"67",0.296583333,1.688888889,6.17,109119
"68",0.305472222,36.78527778,4.52,53798
"69",0.304777778,11.20583333,6.05,91832
"70",0.311694444,43.79111111,6.11,36256
"71",0.310638889,31.51722222,5.87,53803
"72",0.311611111,-8.052777778,6.46,128690
"73",0.311833333,-43.23527778,6.33,215047
"74",0.323805556,-8.823888889,3.56,128694
"75",0.328222222,40.72972222,6.33,36269
"76",0.334777778,48.86527778,6.52,36272
"77",0.334527778,-64.87472222,4.23,248163
"78",0.340111111,30.93583333,5.9,53820
"79",0.345972222,32.91138889,5.79,53825
"80",0.343305556,8.190277778,5.37,109152
"81",0.348472222,10.97694444,6.56,91858
"82",0.352027778,37.96861111,5.18,53828
"83",0.344166667,-69.625,5.51,248167
"84",0.358666667,-28.98166667,5.18,166207
"85",0.362861111,-20.05777778,5.12,166210
"86",0.37375,13.4825,6.23,91866
"87",0.357944444,-77.42694444,5.97,255663
"88",0.381055556,-12.20944444,6.39,147237
"89",0.386833333,-31.03611111,6.55,192495
"90",0.400555556,38.57722222,7.39,53860
"91",0.404333333,52.02,5.57,21366
"92",NA,NA,NA,NA
"93",0.413194444,61.83111111,5.4,11172
"94",0.40825,-2.219166667,6.07,128743
"95",NA,NA,NA,NA
"96",0.418444444,53.04694444,5.74,21381
"97",0.423388889,1.939722222,5.77,109192
"98",0.429194444,-77.25416667,2.8,255670
"99",0.438055556,-42.30611111,2.39,215093
"100",0.436722222,-43.68,3.94,215092
"101",0.443722222,-0.049722222,6.19,128760
"102",0.454083333,-25.54722222,5.98,166282
"103",0.467472222,17.89305556,5.06,91910
"104",0.470472222,44.39444444,5.17,36390
"105",0.465472222,-33.00722222,4.81,192545
"106",0.470194444,16.445,6.06,91912
"107",0.47225,10.18972222,6.04,109224
"108",0.472527778,-20.335,6.43,166296
"109",0.474,-39.915,5.43,215103
"110",0.482388889,36.9,6.26,53928
"111",0.478638889,-50.53277778,6.26,232055
"112",0.515277778,77.01944444,6.21,4130
"113",0.505527778,59.97722222,5.94,21457
"114",0.502027778,29.75166667,5.23,74041
"115",0.49775,-14.86416667,6.14,147307
"116",0.496916667,-32.11666667,6.57,192567
"117",0.500666667,-3.957222222,5.72,128791
"118",0.506305556,-23.78777778,5.19,166318
"119",0.507722222,-40.93944444,6.19,215120
"120",0.50725,-48.215,5.69,215119
"121",0.523694444,66.51944444,6.18,11243
"122",0.523777778,33.58166667,5.87,53956
"123",0.529555556,54.52222222,4.73,21489
"124",0.528111111,52.83944444,5.6,21486
"125",0.523611111,-48.80361111,4.77,215131
"126",0.52575,-62.95805556,4.37,248201
"127",0.526,-62.96583333,4.54,248202
"128",0.540777778,43.49472222,6.7,36453
"129",0.555361111,70.98166667,6.42,4142
"130",0.55,62.93166667,4.16,11256
"131",0.543194444,20.29444444,5.38,74084
"132",0.539944444,6.955555556,5.67,109262
"133",0.542916667,27.58055556,6.67,74083
"134",0.546972222,28.28027778,6.3,74090
"135",0.552888889,54.895,5.93,21512
"136",0.5455,-63.03111111,5.09,248208
"137",0.573583333,66.75027778,6.48,11265
"138",0.561416667,-29.55833333,5.55,166367
"139",0.556472222,-71.26611111,6.13,255679
"140",0.574388889,-52.37305556,5.57,232091
"141",0.582027778,13.37111111,6.4,91980
"142",0.587472222,-3.592777778,5.2,128839
"143",0.592444444,-0.505555556,5.93,128843
"144",0.602305556,54.16861111,5.08,21551
"145",0.598527778,13.20666667,6.41,91990
"146",0.607583333,60.32611111,5.79,11291
"147",0.59475,-48.00083333,5.51,215157
"148",0.592611111,-54.82194444,6.06,232099
"149",0.605555556,27.25472222,6.5,74136
"150",0.600833333,-14.97361111,6.45,147360
"151",0.601916667,-22.8425,6.06,166400
"152",0.612944444,44.48861111,5.13,36509
"153",0.616194444,53.89694444,3.66,21566
"154",0.614694444,33.71944444,4.36,54033
"155",0.613138889,15.23166667,5.89,91995
"156",0.618666667,24.01416667,6.47,74148
"157",0.622527778,35.39944444,5.48,54038
"158",0.663138889,82.49388889,6.4,106
"159",0.622416667,-24.76722222,5.57,166418
"160",0.610388889,-65.12472222,6.42,248225
"161",0.625138889,3.135277778,6.39,109315
"162",0.621694444,-54.39416667,6.41,232114
"163",0.642583333,29.31166667,4.37,74164
"164",0.65275,49.35444444,5.43,36550
"165",0.655472222,30.86083333,3.27,54058
"166",0.656055556,21.25055556,5.87,74175
"167",0.665444444,21.43833333,5.36,74182
"168",0.675138889,56.53722222,2.23,21609
"169",0.644666667,-73.13722222,6.85,255690
"170",0.666083333,-33.96166667,6.69,192663
"171",0.664444444,-44.79666667,6.01,215185
"172",0.674611111,-16.51694444,6.49,147395
"173",0.675805556,-23.80444444,6.14,166475
"174",0.678444444,-4.351944444,5.91,128891
"175",0.685333333,39.45861111,5.33,54079
"176",0.674,-59.45444444,5.89,232143
"177",0.700944444,66.1475,5.83,11336
"178",0.693333333,24.62916667,6.04,74200
"179",0.701083333,50.5125,4.8,21637
"180",0.688777778,-46.085,4.59,215194
"181",0.708638889,58.75333333,6.17,21642
"182",NA,NA,NA,NA
"183",0.696222222,-56.50166667,5.7,232152
"184",0.724472222,47.02472222,4.94,36602
"185",0.711916667,-38.46333333,6.06,192690
"186",0.711611111,-60.2625,5.98,248238
"187",0.707888889,-65.46805556,5.39,248237
"188",0.7265,-17.98666667,2.04,147420
"189",0.740666667,47.86416667,5.67,36617
"190",0.730611111,-12.01166667,6.02,147422
"191",0.722555556,-57.46305556,4.36,232162
"192",0.760833333,74.98805556,5.66,4216
"193",0.745416667,48.28444444,4.54,36620
"194",0.7365,-10.60944444,4.76,147423
"195",0.736694444,-38.42166667,5.9,192703
"196",0.754777778,55.22166667,5.42,21677
"197",0.745666667,-22.00611111,5.24,166528
"198",0.749194444,-42.67666667,5.94,215221
"199",0.742305556,-62.49777778,6.07,248243
"200",0.7775,69.325,6.33,11380
"201",0.756694444,-4.629166667,6.15,128935
"202",0.75,-53.715,6.15,232168
"203",0.757972222,-12.88083333,6.15,147432
"204",0.770861111,55.30527778,6.52,21689
"205",0.769694444,44.86138889,6.05,36640
"206",0.761583333,-16.42416667,6.47,147436
"207",0.778444444,59.57444444,6.39,21693
"208",0.796138889,74.8475,5.41,4226
"209",0.762666667,-47.55166667,5.8,215232
"210",0.769944444,-22.52194444,5.5,166555
"211",0.775833333,15.47555556,5.38,92072
"212",0.802527778,72.675,5.87,4229
"213",0.78375,11.97388889,5.5,92080
"214",0.787111111,19.57888889,6.13,92082
"215",0.788972222,24.26722222,4.06,74267
"216",0.789888889,6.740833333,5.99,109461
"217",0.798555556,20.92527778,6.54,74280
"218",0.795361111,-18.06138889,5.7,147451
"219",0.818333333,57.81583333,3.44,21732
"220",0.800305556,-21.7225,5.57,166585
"221",0.804833333,7.3,5.93,109470
"222",0.806388889,5.280555556,5.75,109471
"223",0.813916667,50.96833333,4.89,21729
"224",0.811388889,7.585,4.43,109474
"225",0.816305556,16.94055556,5.07,92099
"226",0.830222222,41.07888889,4.53,36699
"227",0.823777778,-13.56138889,5.59,147464
"228",0.820527778,-24.13638889,5.9,166602
"229",0.81575,-46.69777778,6.27,215245
"230",0.831333333,27.71083333,7,74295
"231",0.831444444,27.71027778,7.1,74296
"232",0.825944444,-23.36166667,6.28,166608
"233",0.845444444,64.2475,5.39,11424
"234",0.838416667,45.00222222,6.15,36702
"235",0.835444444,-10.64444444,5.19,147470
"236",0.809833333,-74.92333333,5.07,255710
"237",0.854555556,61.80583333,6.07,11430
"238",0.849277778,51.50805556,6.39,21767
"239",0.834361111,-43.39472222,6.48,215254
"240",0.91475,83.70722222,5.62,143
"241",0.859361111,51.57111111,6.21,21775
"242",0.844777778,-50.98694444,5.22,232203
"243",0.855083333,3.385,6.37,109507
"244",0.884472222,61.12416667,4.82,11444
"245",0.864472222,-43.70916667,6.9,215270
"246",0.8815,38.54861111,6.69,54225
"247",0.877944444,-24.00583333,5.46,166647
"248",0.883472222,-1.144166667,4.77,129009
"249",0.891166667,37.41805556,6.06,54237
"250",0.896555556,52.68916667,6.27,21814
"251",0.886777778,-24.77694444,6.46,166651
"252",0.873416667,-69.50444444,6.22,248269
"253",0.916694444,58.97277778,4.83,21832
"254",0.909777778,19.18833333,5.74,92145
"255",0.904888889,-8.740833333,6.16,129019
"256",0.918111111,48.67861111,6.27,36763
"257",0.893861111,-62.87138889,5.7,248276
"258",0.916111111,23.62833333,5.47,74359
"259",0.92075,24.55694444,6.2,74365
"260",0.936916667,57.99666667,6.21,21846
"261",0.948777778,68.77611111,6.37,11481
"262",0.932916667,27.20944444,6.09,74373
"263",0.928444444,-7.347222222,5.85,129032
"264",0.945138889,60.71666667,2.47,11482
"265",0.944388889,59.18111111,4.63,21855
"266",0.946416667,60.36277778,5.55,11484
"267",0.93375,-11.26666667,5.31,147519
"268",0.932083333,-27.77555556,6.1,166686
"269",0.945888889,38.49944444,3.87,54281
"270",0.91675,-69.52694444,5.45,248281
"271",0.953444444,23.4175,4.42,74388
"272",0.961027778,45.83972222,6.12,36795
"273",0.975305556,66.35222222,5.97,11502
"274",0.963944444,28.99222222,5.42,74395
"275",0.970611111,33.95083333,5.98,54306
"276",0.965138889,13.69583333,6.32,92183
"277",0.971916667,21.40444444,6.37,74402
"278",1.008611111,70.98305556,6.39,4288
"279",0.978861111,-11.38,5.61,147546
"280",0.976777778,-29.3575,4.31,166716
"281",0.972888889,-60.69638889,6.23,248293
"282",1.000944444,44.71111111,6.84,36832
"283",1.001,44.71333333,6.04,36833
"284",0.997138889,6.483055556,6.11,109581
"285",1.14575,86.25694444,4.25,181
"286",1.564,89.01555556,6.46,209
"287",1.038444444,51.035,6.47,21938
"288",1.02175,-38.91666667,5.59,192870
"289",1.050416667,47.37611111,6.45,36875
"290",1.048416667,41.345,5.98,36874
"291",1.046972222,31.80444444,5.5,54374
"292",1.060277778,61.075,5.92,11551
"293",1.040666667,-31.55194444,5.5,192884
"294",1.049055556,7.89,4.28,109627
"295",1.033833333,-57.0025,6.11,232268
"296",1.050722222,-4.836666667,5.43,129094
"297",1.072111111,61.58027778,5.84,11557
"298",1.067333333,52.50222222,5.99,21967
"299",1.047,-46.3975,5.36,215343
"300",1.054888889,-29.52583333,6.29,166774
"301",1.063611111,1.366666667,6.04,109643
"302",1.079666667,51.01,6.54,21988
"303",1.074333333,29.65861111,6.19,74471
"304",1.04525,-65.45611111,6.21,248308
"305",1.076777778,39.99111111,6.72,54398
"306",1.270416667,87.14527778,6.25,193
"307",1.081277778,5.656388889,6,109656
"308",1.084833333,14.94611111,5.68,92230
"309",1.106333333,62.76166667,6.54,11571
"310",1.094694444,21.47333333,5.34,74482
"311",1.094916667,21.46527778,5.56,74483
"312",1.153416667,80.01166667,6.29,4331
"313",1.097,4.908333333,6.35,109666
"314",1.097611111,4.909444444,7.25,109667
"315",1.093555556,-9.979166667,6.12,147601
"316",1.116722222,56.935,6.43,22015
"317",1.101416667,-9.839444444,5.58,147606
"318",1.119305556,53.49833333,6.38,22021
"319",1.109333333,12.95611111,6.12,92250
"320",1.102138889,-23.9925,6.14,166799
"321",1.137888889,54.92027778,5.17,22024
"322",1.101388889,-46.71861111,3.31,215365
"323",1.107361111,-35.66083333,6.61,192925
"324",1.133583333,43.94194444,5.03,36950
"325",1.120305556,-23.99638889,6.37,166814
"326",1.142583333,58.26361111,5.79,22032
"327",1.133694444,32.01222222,6.25,54445
"328",1.132555556,20.73916667,5.55,74506
"329",1.1295,-9.785555556,5.82,147622
"330",1.1395,5.649722222,5.52,109697
"331",1.129972222,-41.48694444,5.21,215374
"332",1.121861111,-61.77527778,5.37,248324
"333",1.204638889,79.67388889,5.64,4341
"334",1.143166667,-10.18222222,3.45,147632
"335",1.158388889,47.24194444,4.25,36972
"336",1.177583333,68.77861111,5.29,11612
"337",1.162194444,35.62055556,2.06,54471
"338",1.13975,-55.24583333,3.92,232306
"339",1.163666667,19.65861111,5.55,92283
"340",1.171888889,42.08138889,5.65,36984
"341",1.172055556,25.45777778,5.8,74530
"342",1.190444444,64.20277778,5.55,11615
"343",1.185055556,55.14972222,4.33,22070
"344",1.169861111,15.67416667,6.06,92288
"345",1.194833333,65.01888889,5.57,11617
"346",1.17,-8.906111111,6.4,129154
"347",1.176,2.445555556,5.95,109715
"348",1.186194444,37.72416667,5.81,54494
"349",1.185222222,31.42472222,5.16,54493
"350",1.168722222,-57.69444444,6.41,232324
"351",1.190888889,21.03472222,4.66,74544
"352",1.194333333,30.08972222,4.51,74546
"353",1.195416667,-2.251111111,5.94,129169
"354",1.219416667,61.70583333,6.41,11637
"355",1.209444444,45.33777778,6.11,37023
"356",1.216527778,30.06416667,6.19,74561
"357",1.275194444,79.91,6.26,4354
"358",1.2065,-30.80222222,6.52,192977
"359",1.212611111,-37.85638889,5.92,192980
"360",1.229138889,24.58361111,4.65,74571
"361",1.228861111,7.575277778,5.24,109739
"362",1.22925,7.578333333,6.3,109740
"363",1.234722222,28.52972222,6.43,74576
"364",1.235444444,16.13361111,5.98,92326
"365",1.270027778,71.74388889,7.83,4358
"366",1.24,-7.923055556,5.13,129193
"367",1.245111111,6.995277778,6.03,109753
"368",1.247,-0.973888889,5.7,129196
"369",1.273472222,48.08222222,6.61,37067
"370",1.253083333,-45.53138889,4.96,215428
"371",1.271888889,33.11472222,6.02,54567
"372",1.28475,44.90194444,6.34,37077
"373",1.27675,-2.500277778,5.41,129204
"374",1.290027778,31.74472222,6.73,54580
"375",1.33875,77.57055556,6.31,4376
"376",1.302833333,47.41972222,6.25,37096
"377",1.262805556,-68.87611111,4.86,248346
"378",1.296666667,3.614444444,5.16,109793
"379",1.313055556,37.38611111,6.46,54592
"380",1.284333333,-66.39805556,6.24,248350
"381",1.366416667,76.23888889,6.38,4387
"382",1.334694444,58.23166667,4.98,22191
"383",1.324444444,27.26416667,4.76,74637
"384",1.351444444,64.65833333,6.34,11712
"385",1.330083333,-0.508888889,5.87,129235
"386",1.396333333,78.72583333,6.07,4391
"387",1.342916667,-3.246944444,6.23,129239
"388",1.341055556,-11.23888889,6.15,147746
"389",1.352055556,28.73805556,5.23,74647
"390",1.372333333,45.52888889,4.88,37155
"391",1.389333333,58.14305556,6.45,22230
"392",1.376944444,1.726388889,6.2,109834
"393",1.376333333,-0.449722222,6.49,129262
"394",1.375138889,-19.08138889,6.35,147767
"395",1.394611111,37.715,5.58,54655
"396",1.39375,34.24583333,6.29,54654
"397",1.39025,20.46888889,5.97,74682
"398",1.429583333,70.98,6.49,4401
"399",1.432222222,68.13,4.74,11751
"400",1.391944444,-30.94555556,5.84,193090
"401",1.400694444,-8.0075,6.21,129275
"402",1.400388889,-8.183333333,3.6,129274
"403",1.430277778,60.23527778,2.68,22268
"404",1.405722222,-6.914722222,5.91,129277
"405",1.411055556,-15.66027778,6.14,147793
"406",1.413527778,-2.848611111,6.15,129280
"407",1.426583333,23.51166667,6.18,74707
"408",1.411333333,-41.4925,5.42,215492
"409",1.4385,43.45777778,5.96,37204
"410",1.43575,34.57972222,6.31,54695
"411",1.411638889,-44.52833333,6.26,215494
"412",1.427,-14.59888889,4.9,147803
"413",1.437583333,19.17222222,5.38,92436
"414",1.444916667,19.24027778,5.5,92444
"415",1.451722222,34.3775,6.27,54705
"416",1.440916667,-0.398611111,6.41,129300
"417",1.460944444,45.40666667,4.83,37228
"418",1.457388889,41.10055556,6.46,37227
"419",1.448194444,3.535277778,6.58,109895
"420",1.418138889,-64.36944444,5.93,248381
"421",1.447666667,-13.05666667,5.66,147812
"422",1.463055556,40.33555556,6.6,37234
"423",1.449472222,-32.54305556,5.79,193122
"424",2.530194444,89.26416667,2.02,308
"425",1.462944444,-10.90166667,6.13,147819
"426",1.473027778,7.961388889,6.2,109907
"427",1.5205,70.26472222,5.81,4422
"428",1.514527778,66.09805556,6.14,11788
"429",1.47275,-43.31833333,3.41,215516
"430",1.501722222,47.00722222,5.27,37275
"431",1.478694444,-33.76361111,6.58,193136
"432",1.498027778,18.35555556,6.02,92463
"433",1.493361111,-21.62944444,5.12,167086
"434",1.503083333,6.143888889,4.84,109926
"435",1.491777778,-46.75638889,6.31,215525
"436",1.506361111,-26.20777778,5.93,167093
"437",1.524722222,15.34583333,3.62,92484
"438",1.535444444,34.8,6.39,54762
"439",1.557166667,58.3275,5.7,22389
"440",1.520861111,-49.07277778,3.95,215536
"441",1.528694444,-30.28333333,5.82,193163
"442",1.565527778,59.23194444,4.71,22397
"443",1.527527778,-45.57555556,6.17,215539
"444",1.550972222,-9.014722222,6.59,129363
"445",1.548888889,-36.86527778,5.51,193173
"446",1.571277778,37.23722222,5.88,54788
"447",1.543416667,-49.72777778,6.28,215547
"448",1.561916667,-7.025277778,5.76,129371
"449",1.622916667,74.30083333,6.58,4448
"450",1.580305556,18.46055556,5.89,92520
"451",1.577166667,-15.67611111,5.63,147886
"452",1.597916667,41.07638889,6.38,37344
"453",1.58075,-31.89222222,6.12,193188
"454",1.607555556,48.72277778,5.92,37351
"455",1.596222222,14.66138889,6.22,92530
"456",1.641916667,73.04,5.28,4453
"457",1.598555556,17.43361111,5.8,92531
"458",1.613277778,41.40555556,4.09,37362
"459",1.599722222,-15.40027778,5.42,147901
"460",1.587555556,-58.13944444,6.01,232470
"461",1.635444444,57.9775,5.56,22456
"462",1.602333333,-29.9075,5.69,193201
"463",1.618305556,12.14166667,5.57,92536
"464",1.633222222,48.62833333,3.57,37375
"465",1.642138889,45.4,6.36,37393
"466",1.627138889,-9.403888889,6.24,129412
"467",1.560888889,-78.50472222,6.11,255794
"468",1.612444444,-58.27083333,6.18,232477
"469",1.655833333,44.38611111,4.98,37406
"470",1.670305556,53.86833333,6.39,22493
"471",1.640944444,-36.52833333,5.94,193224
"472",1.628583333,-57.23666667,0.46,232481
"473",1.647722222,-21.27527778,5.58,167198
"474",1.647222222,-25.02194444,6.7,167199
"475",1.661333333,16.40583333,5.97,92558
"476",1.677722222,43.29777778,5.61,37419
"477",1.676333333,40.57694444,4.94,37418
"478",1.705694444,68.04305556,5.59,11919
"479",1.646722222,-53.43888889,6.84,232483
"480",1.715527778,70.6225,5.18,4470
"481",1.700833333,61.03833333,6.71,11920
"482",1.704944444,58.62777778,6.37,22520
"483",1.696444444,42.61361111,4.95,37434
"484",1.688444444,25.74583333,6.17,74870
"485",1.694222222,30.04722222,5.99,74872
"486",1.663166667,-56.19805556,5.87,232492
"487",1.663277778,-56.19472222,5.76,232490
"488",1.716222222,61.42166667,6.34,11931
"489",1.690527778,5.4875,4.44,110065
"490",1.700972222,35.24555556,5.64,54912
"491",1.722138889,60.55111111,5.78,11941
"492",1.69575,-11.32472222,5.75,147962
"493",1.708277778,20.26861111,5.24,74883
"494",1.690916667,-38.13305556,6.17,193255
"495",1.72125,45.32222222,6.34,37460
"496",1.727666667,50.68861111,4.07,22554
"497",1.702388889,-32.32694444,5.25,193263
"498",1.700833333,-36.8325,5.72,193261
"499",1.738305556,57.53638889,6.21,22566
"500",1.712083333,-3.690277778,4.99,129465
"501",1.69475,-50.03888889,6.64,232497
"502",1.746138889,57.08916667,6.25,22578
"503",1.730555556,32.19166667,6.34,54939
"504",1.740694444,46.13972222,6.35,37475
"505",1.696666667,-60.78944444,5.71,248421
"506",1.708138889,-53.74055556,5.52,232501
"507",1.731888889,-4.765555556,6.19,129477
"508",1.748833333,20.08305556,6.27,92611
"509",1.734472222,-15.9375,3.5,147986
"510",1.756555556,9.157777778,4.26,110110
"511",1.795777778,63.85222222,5.63,11983
"512",1.632111111,-82.975,5.87,258271
"513",1.766472222,-5.733333333,5.34,129490
"514",1.760777778,-25.0525,5.31,167275
"515",1.776472222,17.41305556,6.55,92622
"516",1.68925,-79.14833333,6.33,255806
"517",1.766944444,-27.34916667,6.39,167279
"518",1.796666667,46.22972222,6.32,37513
"519",1.768277778,-50.81638889,5.49,232519
"520",1.768416667,-53.52194444,5.04,232520
"521",1.810805556,37.95277778,5.94,54991
"522",1.803027778,16.95555556,5.84,92637
"523",1.811555556,32.69027778,5.79,54994
"524",1.788,-41.76,6.18,215650
"525",1.624444444,-84.76972222,5.69,258273
"526",1.821027778,47.89694444,5.82,37536
"527",1.807222222,3.685555556,5.91,110138
"528",1.796611111,-37.15972222,6.32,193303
"529",1.849194444,51.93333333,5.9,22678
"530",1.835694444,22.27527778,5.86,74966
"531",1.826416667,-10.68638889,4.67,148036
"532",1.822083333,-31.07277778,6.34,193320
"533",1.866472222,55.1475,5.52,22690
"534",1.847777778,11.04333333,5.94,92659
"535",1.830222222,-38.40388889,6.37,193326
"536",1.869277778,50.79277778,5.79,22696
"537",1.838944444,-47.81638889,6.14,215673
"538",1.880777778,51.47472222,6.26,22705
"539",1.857666667,-10.335,3.73,148059
"540",1.896805556,55.59805556,6.45,22716
"541",1.848472222,-50.20611111,5.94,232542
"542",1.906583333,63.67,3.38,12031
"543",1.888138889,40.72972222,5.4,37587
"544",1.884694444,29.57888889,3.41,74996
"545",1.892166667,19.29583333,4.83,92680
"546",1.892166667,19.29361111,4.75,92681
"547",1.881138889,-16.92916667,5.8,148078
"548",1.933333333,68.68527778,4.99,12038
"549",1.892583333,3.1875,4.62,110206
"550",1.79625,-80.17666667,6.06,258280
"551",1.914944444,40.70194444,6.24,37607
"552",1.915972222,37.12833333,6.26,55082
"553",1.910666667,20.80805556,2.64,75012
"554",1.889777778,-38.59472222,6.1,193368
"555",1.894111111,-46.3025,4.41,215696
"556",1.931777778,37.27777778,5.89,55102
"557",1.935916667,37.25166667,5.67,55107
"558",1.906111111,-42.49694444,5.11,215697
"559",1.930833333,23.57722222,5.74,75030
"560",1.931611111,1.849722222,6.01,110235
"561",1.975916667,61.69805556,6.02,12065
"562",1.965666667,41.69444444,6.78,37653
"563",1.955861111,17.8175,5.1,92721
"564",1.962166667,27.80444444,5.82,75048
"565",1.9445,-22.52694444,4.85,167416
"566",1.932638889,-51.60888889,3.7,232573
"567",1.993888889,64.62138889,5.26,12076
"568",1.976,49.20416667,5.69,37665
"569",1.965472222,23.59611111,4.79,75051
"570",1.915583333,-67.64722222,4.69,248460
"571",1.929555556,-60.86138889,6.06,248464
"572",2.049222222,77.91638889,6.04,4555
"573",1.950027778,-51.76611111,6.1,232581
"574",1.952777778,-47.385,4.83,215715
"575",2.032611111,70.90694444,4.54,4554
"576",1.974083333,-33.06666667,6.35,193422
"577",1.99325,21.05833333,5.87,75077
"578",1.990527778,12.29472222,6.09,92739
"579",2.052916667,73.85055556,6.23,4559
"580",2.05725,72.42138889,3.98,4560
"581",2.085388889,77.28138889,5.38,4562
"582",2.002555556,3.097222222,5.88,110266
"583",1.996138889,-20.82444444,5.41,167466
"584",1.964888889,-65.42472222,6.37,248472
"585",2.000083333,-21.07777778,4,167471
"586",2.047972222,64.90138889,6,12095
"587",2.007472222,-8.523611111,5.51,129624
"588",1.994111111,-42.03055556,5.57,215726
"589",2.050083333,64.39,5.58,12097
"590",2.038361111,54.4875,5.04,22859
"591",1.9795,-61.56972222,2.86,248474
"592",2.092,76.115,5.22,4565
"593",1.930694444,-78.34833333,6.16,255835
"594",2.02075,-30.00166667,5.35,193455
"595",2.034111111,2.763611111,5.23,NA
"596",2.034111111,2.763611111,4.33,110291
"597",2.157027778,81.29583333,6.05,344
"598",2.077805556,65.10333333,6.52,12105
"599",2.049444444,33.28388889,5.5,55218
"600",1.99475,-66.06638889,6.1,248476
"601",2.043111111,13.47666667,5.94,92763
"602",2.028444444,-44.71361111,5.14,215739
"603",2.065,42.32972222,2.26,37734
"604",2.065194444,42.33083333,4.84,37735
"605",2.060916667,25.93555556,5.63,75114
"606",2.041138889,-29.665,6.42,167511
"607",2.05325,0.128333333,5.43,129655
"608",2.049611111,-15.30583333,5.86,148170
"609",2.061833333,18.25333333,6.21,92774
"610",2.063388889,-0.340277778,5.93,129667
"611",2.06125,-4.103611111,5.62,129665
"612",2.074833333,-29.29694444,4.69,167532
"613",2.109416667,22.64833333,5.03,75146
"614",2.103416667,8.2475,6.31,110337
"615",2.113666667,25.70472222,6.15,75149
"616",2.108138889,0.035,6.28,129695
"617",2.119555556,23.4625,2,75151
"618",2.144583333,58.42361111,5.67,22959
"619",2.142666667,44.45944444,6.42,37794
"620",2.141472222,37.85916667,4.82,55289
"621",2.168833333,53.84305556,6.31,22993
"622",2.159055556,34.98722222,3,55306
"623",2.157027778,25.93972222,4.98,75171
"624",2.156416667,17.22444444,6.43,92810
"625",2.146027778,-17.77944444,6.1,148237
"626",2.222555556,74.02777778,6.29,4599
"627",2.191388889,57.64583333,6.36,23011
"628",2.181333333,39.03944444,5.63,55330
"629",2.181583333,39.04305556,6.1,55331
"630",2.159666667,-24.34583333,6.48,167599
"631",2.177111111,19.50027778,5.7,92822
"632",2.152583333,-43.51666667,5.85,215785
"633",2.186666667,25.93694444,6.02,75188
"634",2.190277778,31.52638889,6.23,55338
"635",2.189194444,8.569722222,5.63,110390
